거래일자,거래시각,계좌ID,거래유형,금액,단위,가맹점,지역,채널,잔액,연령,연체여부
2025-07-21,14:08:51,AC101657,이자,35800,원,이마트,전남,인터넷뱅킹,1731625.0,29,Y
2025-09-10,12:46:14,AC100830,이자,48178,원,배달의민족,전북,영업점,607411.0,25,N
2025-06-02,21:09:49,AC101681,공과금,2350,원,KT통신,광주,전화,31343.0,25,N
2025-10-29,20:59:07,AC101468,대출상환,31319,원,배달의민족,대전,전화,400592.0,28,N
2025-05-01,11:06:13,AC100457,카드결제,14015,원,CGV,제주,영업점,573670.0,33,N
2025-06-25,17:34:21,AC101341,수수료,20797,원,,경북,ATM,799583.0,25,N
2025-08-02,17:17:30,AC101867,대출상환,69428,원,쿠팡,경북,인터넷뱅킹,209005.0,25,N
2025-03-26,21:53:41,AC101640,출금,10911,원,이마트,인천,인터넷뱅킹,105845.0,30,Y
2025-06-14,11:05:44,AC100286,공과금,20645,원,올리브영,울산,영업점,321181.0,22,N
2025-02-21,11:58:10,AC100508,입금,6350,원,올리브영,충남,ATM,95181.0,49,N
2025-09-01,11:15:45,AC100515,수수료,38280,원,올리브영,강원,ATM,,28,N
2025-06-21,20:06:21,AC101074,대출상환,23179,원,CU편의점,,전화,,26,N
2025-04-04,13:45:16,AC100470,이체,467821,원,롯데마트,충남,영업점,298494.0,26,N
2025-05-20,21:29:42,AC101875,수수료,13993,원,한국전력,경기,ATM,180376.0,25,N
2025-08-23,12:29:49,AC101537,출금,27529,원,,경북,전화,377427.0,33,N
2025-06-08,20:26:34,AC101212,이자,145379,원,스타벅스,제주,전화,15290.0,21,N
2025-05-16,12:28:13,AC100047,이체,17411,원,다이소,경남,모바일,127478.0,31,N
2025-06-04,12:06:53,AC100548,이자,21965,원,다이소,강원,인터넷뱅킹,100277.0,27,N
2025-07-23,06:12:55,AC101575,이체,273339,원,쿠팡,전북,전화,205675.0,22,N
2025-06-09,08:13:44,AC100335,이체,104718,원,한국전력,서울,전화,1080856.0,33,N
2025-04-25,07:22:51,AC100705,이자,28120,원,메가커피,경기,영업점,163391.0,28,N
2025-06-27,20:45:45,AC101768,카드결제,8850,원,교보문고,전남,모바일,146108.0,29,N
2025-05-31,20:51:37,AC100846,대출상환,3576,원,한국전력,대전,인터넷뱅킹,88029.0,35,N
2025-03-18,21:03:10,AC101794,대출상환,15516,원,현대백화점,부산,ATM,308280.0,35,N
2025-11-21,17:37:47,AC100336,입금,136227,원,,대구,영업점,210006.0,26,N
2025-09-19,11:56:32,AC101300,대출상환,6756,원,,부산,ATM,79085.0,39,N
2025-05-25,20:40:41,AC101921,이자,2996,원,파리바게뜨,충남,ATM,421096.0,36,N
2025-02-25,12:18:31,AC101445,출금,11344,원,올리브영,강원,인터넷뱅킹,268727.0,22,N
2025-10-24,12:31:50,AC101396,수수료,17899,원,SK주유소,충북,전화,547175.0,31,N
2025-05-13,18:14:59,AC100412,카드결제,23436,원,현대백화점,서울,영업점,150027.0,47,N
2025-08-14,20:21:23,AC102194,입금,34564,원,무신사,부산,ATM,146097.0,39,N
2025-08-29,11:07:27,AC101312,수수료,322181,원,KT통신,대전,모바일,33066.0,39,N
2025-01-15,13:46:49,AC102107,수수료,32631,원,현대백화점,서울,인터넷뱅킹,145356.0,28,N
2025-05-16,12:07:54,AC101951,공과금,28784,원,한국전력,대전,전화,750267.0,39,N
2025-04-16,21:16:27,AC101255,수수료,70046,원,이마트,충북,전화,129450.0,29,N
2025-02-04,13:19:36,AC101599,출금,66721,원,스타벅스,충남,인터넷뱅킹,26407.0,27,N
2025-06-28,11:56:18,AC101308,대출상환,14993,원,,전남,영업점,23070.0,32,N
2025-06-24,14:12:55,AC100430,대출상환,7538,원,다이소,전남,전화,706434.0,29,N
2025-06-29,17:11:02,AC101498,수수료,54884,원,요기요,경기,영업점,211463.0,25,N
2025-11-03,08:03:20,AC102032,공과금,20275,원,넷플릭스,서울,전화,487856.0,29,N
2025-08-27,09:33:45,AC101930,이자,9616,원,쿠팡,세종,모바일,131874.0,29,N
2025-04-30,19:12:06,AC100538,카드결제,13782,원,올리브영,전북,전화,93866.0,21,N
2025-11-27,21:23:27,AC100715,대출상환,26225,원,스타벅스,제주,모바일,47184.0,31,N
2025-10-04,20:48:07,AC100057,공과금,144823,원,요기요,경남,모바일,123782.0,35,N
2025-10-26,20:21:42,AC101427,입금,23249,원,요기요,경기,ATM,1151343.0,25,N
2025-07-13,20:14:08,AC101112,입금,18801,원,다이소,충북,인터넷뱅킹,260243.0,31,N
2025-05-16,12:30:00,AC101013,카드결제,25300,원,한국전력,인천,ATM,237180.0,25,N
2025-06-17,18:42:57,AC102019,대출상환,56714,원,무신사,전남,인터넷뱅킹,151290.0,34,N
2025-05-08,20:35:27,AC101355,출금,88117,원,,강원,영업점,90909.0,23,N
2025-03-28,12:00:37,AC100155,대출상환,7617,원,메가커피,충남,ATM,368987.0,38,N
2025-02-12,13:47:00,AC101110,공과금,305472,원,올리브영,경남,모바일,176083.0,38,N
2025-02-21,09:30:55,AC100935,카드결제,12575,원,KT통신,전북,모바일,141881.0,29,N
2025-08-19,20:14:56,AC100156,출금,6697,원,CGV,부산,영업점,416488.0,25,N
2025-07-23,23:31:44,AC101802,이체,13731,원,메가커피,광주,영업점,457705.0,23,N
2025-01-30,09:52:31,AC100184,카드결제,259311,원,롯데마트,부산,ATM,204079.0,32,N
2025-08-18,11:08:12,AC101259,카드결제,3321,원,롯데마트,인천,전화,129949.0,44,N
2025-08-20,21:29:13,AC101197,대출상환,2189,원,파리바게뜨,경기,영업점,62431.0,36,N
2025-05-21,03:04:50,AC100093,이체,60460,원,CU편의점,경북,전화,297417.0,32,N
2025-04-09,21:06:55,AC100469,이체,12088,원,이마트,충북,ATM,283448.0,35,N
2025-08-01,21:34:39,AC101989,공과금,74570,원,GS25편의점,서울,영업점,105623.0,35,N
2025-04-09,16:39:53,AC100162,공과금,17700,원,KT통신,인천,ATM,165498.0,28,N
2025-06-13,13:56:06,AC101411,이자,9101,원,한국전력,세종,ATM,81557.0,39,N
2025-06-24,11:31:59,AC100202,입금,1847,원,KT통신,대구,ATM,127614.0,33,N
2025-06-02,12:28:28,AC101342,입금,140369,원,교보문고,Seoul,영업점,78389.0,27,N
2025-08-06,21:40:49,AC100826,카드결제,86208,원,무신사,대구,전화,111766.0,39,N
2025-07-05,21:26:50,AC100072,공과금,24566,원,배달의민족,대구,영업점,202835.0,34,N
2025-09-02,12:55:43,AC100275,이자,47492,원,교보문고,대전,ATM,324816.0,33,N
2025-10-09,19:24:10,AC102141,공과금,55294,원,한국전력,세종,전화,59946.0,22,N
2025-08-15,21:20:11,AC102072,입금,15097,원,파리바게뜨,울산,인터넷뱅킹,27271.0,31,Y
2025-09-05,13:02:10,AC101567,출금,4875,원,현대백화점,대전,전화,95868.0,28,N
2025-01-01,00:05:45,AC100225,출금,59691,원,한국전력,강원,인터넷뱅킹,53121.0,25,N
2025-09-16,09:29:17,AC100071,카드결제,20721,원,교보문고,경북,인터넷뱅킹,214113.0,32,N
2025-08-10,12:22:35,AC101521,수수료,14037,원,현대백화점,대전,전화,174255.0,23,N
2025-09-27,05:15:52,AC102160,출금,8305,원,무신사,경북,ATM,378230.0,27,N
2025-09-17,09:11:12,AC101742,출금,36423,원,파리바게뜨,광주,모바일,156192.0,28,N
2025-01-24,21:36:36,AC100238,카드결제,36663,원,롯데마트,대구,영업점,905822.0,38,N
2025-08-23,05:02:17,AC101764,입금,17621,원,올리브영,경기,영업점,139973.0,20,N
2025-03-15,13:11:59,AC100055,수수료,46483,원,배달의민족,충남,전화,43818.0,31,N
2025-07-10,21:29:44,AC100921,출금,177255,원,메가커피,울산,영업점,26243.0,29,N
2025-04-27,13:45:13,AC100527,출금,33900,원,,서울,인터넷뱅킹,68912.0,22,N
2025-09-11,09:38:15,AC100078,대출상환,15853,원,,충북,ATM,34268.0,27,N
2025-07-08,11:12:23,AC100029,카드결제,8162,원,현대백화점,경남,인터넷뱅킹,600465.0,21,N
2025-01-01,20:42:59,AC100718,수수료,38962,원,스타벅스,전북,영업점,52123.0,35,N
2025-05-11,11:56:39,AC100877,이체,48689,원,넷플릭스,인천,전화,150622.0,32,N
2025-11-19,12:14:30,AC101688,이자,191996,원,CU편의점,제주,모바일,64196.0,25,N
2025-07-21,19:51:13,AC100865,출금,14100,원,한국전력,광주,모바일,702411.0,27,N
2025-02-22,09:12:20,AC101736,출금,30991,원,현대백화점,울산,영업점,556208.0,39,N
2025-08-28,12:31:13,AC101889,공과금,19861,원,배달의민족,광주,ATM,112371.0,37,N
2025-06-24,11:35:32,AC100029,입금,48342,원,,전북,모바일,113943.0,21,N
2025-07-09,11:24:48,AC101087,카드결제,29925,원,쿠팡,경북,전화,798415.0,27,N
2025-06-13,18:38:06,AC101304,대출상환,26502,원,배달의민족,경북,모바일,203375.0,28,N
2025-06-27,13:22:48,AC100008,공과금,22834,원,,세종,모바일,528038.0,34,N
2025-10-04,05:59:52,AC100048,공과금,29952,원,롯데마트,대전,전화,103287.0,27,N
2025-03-18,14:41:00,AC101321,카드결제,3539,원,이마트,부산,모바일,106065.0,32,N
2025-10-04,09:06:36,AC101344,카드결제,123507,원,스타벅스,제주,ATM,139548.0,21,N
2025-02-09,11:11:55,AC100549,카드결제,159787,원,한국전력,강원,ATM,41880.0,32,N
2025-08-01,19:48:31,AC100913,이자,44089,원,요기요,강원,ATM,110609.0,36,N
2025-09-15,09:17:03,AC100310,수수료,176181,원,,부산,모바일,256726.0,20,N
2025-02-12,19:12:29,AC101494,수수료,50515,원,한국전력,충북,전화,54440.0,33,N
2025-03-13,17:20:14,AC101243,입금,539700,원,CU편의점,충북,영업점,188360.0,34,N
2025-08-11,18:31:13,AC100108,이자,22624,원,넷플릭스,광주,인터넷뱅킹,44210.0,26,N
2025-11-14,17:33:05,AC101941,수수료,21136,원,파리바게뜨, 서울,ATM,409774.0,45,N
2025-07-25,09:48:43,AC101528,출금,9952,원,,서울,인터넷뱅킹,118947.0,30,N
2025-05-27,17:14:35,AC102159,수수료,19976,원,현대백화점,제주,전화,1715280.0,30,N
2025-04-20,03:07:26,AC101521,수수료,21691,원,요기요,경기,ATM,136454.0,23,N
2025-08-24,09:28:17,AC100512,카드결제,25200,원,다이소,대전,ATM,384613.0,20,N
2025-07-10,09:16:38,AC100525,이체,20029,원,,전북,인터넷뱅킹,39655.0,40,N
2025-12-22,01:40:22,AC101189,공과금,101783,원,메가커피,인천,인터넷뱅킹,88497.0,31,N
2025-06-30,11:58:07,AC100703,이자,24803,원,GS25편의점,부산,인터넷뱅킹,38741.0,31,N
2025-02-23,21:43:12,AC101246,수수료,128991,원,KT통신,세종,ATM,265076.0,31,N
2025-10-04,18:00:04,AC102159,공과금,184279,원,요기요,충남,모바일,618669.0,30,N
2025-10-21,19:03:20,AC100782,수수료,19878,원,넷플릭스,인천,ATM,60008.0,34,N
2025-01-09,19:27:17,AC100580,출금,9005,원,다이소,경북,영업점,226827.0,29,N
2025-04-15,12:53:14,AC102132,대출상환,98636,원,SK주유소,경남,전화,14361.0,37,N
2025-02-24,21:09:41,AC100015,이자,72667,원,,전남,전화,84777.0,34,N
2025-01-01,01:43:59,AC101468,대출상환,33544,원,한국전력,울산,영업점,340066.0,28,N
2025-09-17,12:59:00,AC100568,공과금,155775,원,CGV,충남,ATM,29807.0,34,N
2025-01-11,14:36:01,AC102012,공과금,98656,원,요기요,전남,영업점,115408.0,34,N
2025-09-16,01:51:31,AC100852,수수료,42621,원,무신사,경북,ATM,32724.0,31,N
2025-04-04,13:13:56,AC100251,수수료,34908,원,GS25편의점,전남,모바일,421736.0,32,Y
2025-03-28,23:19:55,AC101471,출금,6002,원,,강원,모바일,130809.0,38,N
2025-05-16,15:25:42,AC101862,공과금,40007,원,한국전력,울산,인터넷뱅킹,475787.0,25,Y
2025-05-17,18:10:01,AC102066,출금,17762,원,쿠팡,제주,ATM,300313.0,31,N
2025-04-30,16:58:59,AC100793,카드결제,60406,원,무신사,충남,인터넷뱅킹,287062.0,34,N
2025-07-31,11:54:38,AC100810,이자,13622,원,SK주유소,제주,영업점,148962.0,34,N
2025-01-01,19:20:40,AC101355,이자,213617,원,스타벅스,경남,전화,233774.0,23,N
2025-08-21,12:44:59,AC100852,이체,26120,원,현대백화점,서울,전화,416129.0,31,N
2025-05-30,13:54:08,AC100990,카드결제,156136,원,올리브영,광주,인터넷뱅킹,78741.0,35,N
2025-09-14,19:21:29,AC101046,출금,8620,원,한국전력,경남,ATM,1344967.0,26,Y
2025-10-24,17:31:34,AC100850,이자,32700,원,,경기 ,전화,278280.0,38,N
2025-01-01,09:08:16,AC100342,출금,39264,원,SK주유소,울산,ATM,202548.0,23,N
2025-02-27,11:53:19,AC101123,대출상환,49029,원,CU편의점,경기,전화,104289.0,29,Y
2025-08-07,19:14:48,AC100590,수수료,21198,원,GS25편의점,경남,ATM,940153.0,38,N
2025-09-07,19:42:08,AC100121,이체,143505,원,,강원,인터넷뱅킹,146931.0,26,N
2025-08-08,19:25:33,AC101744,수수료,3961,원,롯데마트,busan,영업점,,36,N
2025-06-24,18:04:56,AC100662,수수료,47924,원,메가커피,강원,영업점,101416.0,31,N
2025-06-22,02:13:30,AC101590,이자,23184,원,,경북,영업점,641715.0,35,N
2025-05-12,12:58:11,AC100409,이체,38394,원,,충북,모바일,87273.0,28,N
2025-09-02,10:41:24,AC101280,출금,75676,원,다이소,충북,전화,61366.0,35,N
2025-05-29,20:31:49,AC101981,입금,14879,원,교보문고,강원,모바일,89420.0,23,N
2025-01-14,13:31:49,AC101277,카드결제,17562,원,올리브영,울산,모바일,130535.0,25,N
2025-11-12,21:57:50,AC100830,카드결제,289846,원,KT통신,대구,영업점,303466.0,25,N
2025-01-15,20:18:48,AC100862,입금,21619,원,배달의민족,세종,인터넷뱅킹,188357.0,21,N
2025-06-21,13:08:57,AC102086,이체,15515,원,KT통신,전북,인터넷뱅킹,208627.0,28,Y
2025-02-09,20:52:11,AC101723,카드결제,73381,원,메가커피,세종,ATM,132052.0,30,N
2025-08-20,18:14:50,AC100577,이체,53407,원,요기요,경북,인터넷뱅킹,553916.0,36,N
2025-05-27,08:30:45,AC100778,이체,85271,원,교보문고,경남,인터넷뱅킹,92331.0,27,N
2025-08-28,12:05:28,AC101503,이자,13769,원,,인천,영업점,280878.0,37,N
2025-07-26,07:21:46,AC101776,출금,8100,원,SK주유소,충남,인터넷뱅킹,1288751.0,33,N
2025-05-06,19:03:03,AC101584,카드결제,3300,원,한국전력,서울,전화,429711.0,37,N
2025-01-07,08:30:51,AC100352,이체,83716,원,롯데마트,제주,모바일,430677.0,24,N
2025-09-06,00:24:27,AC100541,대출상환,34681,원,한국전력,대전,모바일,104157.0,24,N
2025-08-25,12:02:27,AC100120,수수료,13226,원,,경북,ATM,69571.0,23,N
2025-05-02,12:43:58,AC101633,공과금,8809,원,SK주유소,충남,인터넷뱅킹,575103.0,30,N
2025-11-12,12:55:12,AC101072,공과금,5593,원,SK주유소,울산,모바일,68769.0,34,N
2025-03-07,19:37:55,AC100327,이체,7494,원,배달의민족,인천,전화,87945.0,30,N
2025-01-01,11:10:33,AC100759,카드결제,36977,원,무신사,부산,모바일,102185.0,33,N
2025-01-11,18:04:23,AC101521,이자,55180,원,,전남,ATM,221906.0,23,N
2025-06-23,12:26:54,AC100144,공과금,28821,원,배달의민족,경남,ATM,11996.0,26,N
2025-08-04,12:50:16,AC100599,공과금,48354,원,,충남,인터넷뱅킹,1108605.0,31,N
2025-05-13,09:07:44,AC100190,이자,42875,원,,강원,모바일,522223.0,22,N
2025-10-18,20:19:18,AC101319,출금,415866,원,교보문고,제주,인터넷뱅킹,194975.0,31,N
2025-04-11,18:56:10,AC101402,이체,22088,원,,경남,전화,10711.0,31,N
2025-09-17,18:12:57,AC100822,출금,43500,원,스타벅스,서울,영업점,511652.0,24,Y
2025-02-05,11:09:57,AC101375,이체,9199,원,배달의민족,전북,ATM,289923.0,39,N
2025-05-15,18:56:08,AC102073,공과금,77700,원,요기요,경북,모바일,443924.0,31,N
2025-06-10,12:10:58,AC100576,이체,22273,원,요기요,경기,모바일,82246.0,29,N
2025-07-26,18:06:51,AC101978,입금,62384,원,배달의민족,강원,모바일,252812.0,28,N
2025-12-31,10:59:51,AC101180,카드결제,21748,원,요기요,서울,모바일,298378.0,23,N
2025-07-14,19:49:56,AC101878,대출상환,36149,원,메가커피,전남,모바일,28483.0,24,N
2025-03-08,13:26:02,AC100238,이체,566588,원,현대백화점,경기,전화,332244.0,38,N
2025-05-06,09:14:20,AC101872,수수료,22542,원,,경남,전화,377947.0,34,N
2025-04-20,11:36:38,AC101403,카드결제,29756,원,쿠팡,충남,모바일,29695.0,25,N
2025-08-11,12:23:22,AC100501,수수료,15877,원,GS25편의점,충남,ATM,86544.0,34,N
2025-08-13,13:40:57,AC101918,카드결제,107574,원,요기요,세종,전화,486747.0,31,N
2025-09-18,13:48:26,AC101673,이자,32878,원,무신사,강원,영업점,293260.0,31,N
2025-03-20,00:35:52,AC100817,카드결제,9494,원,메가커피,대구,모바일,72384.0,36,N
2025-03-30,19:31:17,AC101569,입금,17520,원,요기요,충북,모바일,220948.0,29,Y
2025-09-08,13:41:30,AC102131,이체,1120726,원,,세종,ATM,495378.0,36,N
2025-12-31,18:11:44,AC100295,대출상환,60659,원,현대백화점,충북,ATM,170238.0,21,N
2025-06-20,20:30:35,AC100876,대출상환,17800,원,쿠팡,충북,모바일,844373.0,35,N
2025-08-12,20:25:51,AC101357,수수료,3252,원,파리바게뜨,충남,모바일,53112.0,20,N
2025-07-10,02:35:49,AC101401,입금,9886,원,,울산,모바일,403899.0,22,N
2025-03-24,19:30:59,AC100771,카드결제,25756,원,GS25편의점,충북,ATM,189947.0,34,Y
2025-07-15,19:53:01,AC101138,이체,21582,원,다이소, 서울,모바일,168666.0,23,Y
2025-11-18,18:41:59,AC100607,입금,8783,원,현대백화점,강원,모바일,703002.0,31,N
2025-07-22,09:40:18,AC100097,입금,206610,원,한국전력,제주,인터넷뱅킹,394322.0,25,N
2025-08-18,19:44:24,AC100115,이자,24459,원,쿠팡,부산,ATM,589828.0,26,N
2025-11-24,20:47:01,AC100300,입금,9076,원,GS25편의점, 서울,모바일,418449.0,33,N
2025-10-24,21:55:55,AC100430,입금,36900,원,올리브영,경기,모바일,520114.0,29,N
2025-08-25,18:17:59,AC102082,수수료,24885,원,CGV,서울,영업점,80089.0,29,N
2025-01-01,17:37:35,AC101372,카드결제,136303,원,무신사,세종,모바일,23967.0,29,N
2025-06-22,04:36:14,AC101239,수수료,21759,원,현대백화점,경기,전화,115724.0,27,Y
2025-07-11,09:33:33,AC101828,이자,18239,원,,강원,영업점,164811.0,28,N
2025-12-10,20:53:01,AC101101,이자,49830,원,쿠팡,울산,영업점,1006201.0,46,N
2025-06-11,18:49:27,AC101923,입금,2058,원,교보문고,충남,영업점,240506.0,43,N
2025-01-01,18:53:15,AC101193,카드결제,42018,원,교보문고,강원,전화,939742.0,27,N
2025-07-24,09:21:49,AC101063,이체,21014,원,배달의민족,충남,전화,43754.0,28,N
2025-07-31,07:57:36,AC100187,카드결제,15260,원,,경기,모바일,20285.0,34,N
2025-05-26,15:41:00,AC101939,이체,27800,원,배달의민족,전남,전화,258180.0,27,N
2025-07-25,19:36:02,AC100375,입금,22584,원,요기요,충북,전화,591409.0,26,N
2025-08-02,13:14:32,AC100838,수수료,93207,원,,광주,인터넷뱅킹,178490.0,49,N
2025-06-17,12:17:11,AC100739,카드결제,3412,원,요기요,서울,영업점,391649.0,20,Y
2025-01-01,13:49:10,AC100243,이자,155558,원,CU편의점,광주,전화,55874.0,24,N
2025-07-10,09:52:58,AC101247,이체,28500,원,한국전력,대구,전화,109396.0,42,N
2025-04-20,20:04:04,AC100701,수수료,6918,원,배달의민족,경남,ATM,91804.0,37,N
2025-09-22,12:21:24,AC101155,카드결제,100535,원,요기요,충북,모바일,,39,N
2025-01-01,16:53:54,AC100785,이체,85338,원,메가커피,강원,인터넷뱅킹,58721.0,47,N
2025-03-21,12:09:50,AC100278,대출상환,27944,원,넷플릭스,서울,인터넷뱅킹,88940.0,30,N
2025-06-11,11:28:00,AC101021,출금,11413,원,이마트,전남,인터넷뱅킹,124270.0,31,N
2025-09-15,19:17:46,AC101024,출금,157241,원,이마트,울산,영업점,111663.0,32,N
2025-06-19,12:58:57,AC100162,입금,128625,원,,충남,ATM,170291.0,28,N
2025-07-27,21:08:29,AC101059,대출상환,12417,원,,경기,전화,271448.0,24,N
2025-02-10,20:00:01,AC100979,공과금,65512,원,한국전력,경북,모바일,41757.0,31,N
2025-08-20,23:30:26,AC102197,수수료,47741,원,한국전력,강원,전화,589364.0,32,N
2025-06-10,20:09:37,AC101629,이체,6400,원,넷플릭스,충북,인터넷뱅킹,168718.0,25,Y
2025-12-31,20:17:32,AC100481,수수료,35417,원,무신사,울산,인터넷뱅킹,199743.0,48,N
2025-03-13,09:55:41,AC100344,입금,70112,원,현대백화점,울산,인터넷뱅킹,95613.0,27,N
2025-07-11,17:19:57,AC101279,이자,20245,원,다이소,충북,인터넷뱅킹,19373.0,28,N
2025-05-18,18:44:07,AC100298,공과금,169689,원,GS25편의점,서울,ATM,272684.0,42,N
2025-07-22,06:30:43,AC101148,이자,25357,원,,부산,ATM,365909.0,47,N
2025-07-23,08:09:19,AC100939,공과금,89941,원,무신사,경남,인터넷뱅킹,98446.0,34,N
2025-02-10,11:53:02,AC100707,이자,20497,원,쿠팡,부산,영업점,349822.0,20,N
2025-06-09,13:52:04,AC101417,카드결제,51430,원,CGV,울산,인터넷뱅킹,867477.0,24,N
2025-09-29,11:36:42,AC101922,입금,34539,원,,경북,전화,307557.0,28,N
2025-12-05,20:33:49,AC101658,출금,20000,원,무신사,인천,전화,180041.0,38,N
2025-06-06,11:46:01,AC101048,입금,45668,원,한국전력,대전,ATM,92359.0,32,N
2025-04-09,21:14:43,AC100122,대출상환,31510,원,배달의민족,인천,ATM,108510.0,37,N
2025-03-29,20:17:02,AC100505,출금,38676,원,무신사,제주,모바일,52672.0,35,N
2025-04-14,09:02:10,AC101689,이체,9428,원,스타벅스,경기,인터넷뱅킹,246647.0,21,N
2025-10-21,09:04:43,AC101596,대출상환,61400,원,교보문고,전북,인터넷뱅킹,25199.0,34,N
2025-07-04,21:50:19,AC101557,수수료,18650,원,파리바게뜨,부산,모바일,539966.0,20,Y
2025-07-15,12:11:08,AC100290,이자,21426,원,,제주,전화,116159.0,27,N
2025-08-12,09:30:34,AC101038,입금,49700,원,,울산,인터넷뱅킹,202280.0,38,N
2025-05-13,09:48:29,AC101863,이자,89955,원,,부산,ATM,155530.0,34,Y
2025-07-19,12:38:38,AC100383,이체,14537,원,,충남,영업점,173842.0,23,N
2025-12-31,01:53:29,AC101325,입금,251890,원,넷플릭스,전북,ATM,313956.0,25,N
2025-09-24,09:29:02,AC101163,대출상환,34008,원,요기요,대전,전화,122933.0,27,N
2025-04-28,17:13:51,AC100241,이체,21220,원,,대전,영업점,173951.0,38,N
2025-09-24,19:38:45,AC101448,공과금,70361,원,무신사,세종,ATM,73582.0,35,N
2025-11-22,18:57:11,AC100509,카드결제,58779,원,GS25편의점,경북,모바일,64215.0,28,N
2025-07-01,17:31:26,AC100011,입금,149446,원,KT통신,경북,영업점,134747.0,42,N
2025-07-19,11:04:26,AC100336,수수료,7286,원,넷플릭스,전남,ATM,147026.0,26,N
2025-07-17,18:47:37,AC101672,수수료,54096,원,배달의민족,충북,영업점,32460.0,33,N
2025-01-01,12:13:46,AC100945,수수료,14686,원,CU편의점,경북,ATM,114639.0,34,N
2025-12-08,09:22:03,AC100127,수수료,28658,원,롯데마트,부산,인터넷뱅킹,540827.0,32,N
2025-01-01,20:24:30,AC101130,대출상환,39534,원,롯데마트,경남,영업점,276386.0,46,N
2025-06-04,16:52:26,AC100271,공과금,51615,원,교보문고,경북,ATM,59833.0,29,N
2025-09-15,23:45:08,AC101188,수수료,16299,원,배달의민족,경남,영업점,10304.0,26,N
2025-11-06,18:07:37,AC101051,대출상환,40926,원,롯데마트,세종,전화,79563.0,36,N
2025-04-27,17:07:50,AC100263,출금,85626,원,파리바게뜨,세종,영업점,95797.0,27,N
2025-02-15,13:13:27,AC102079,수수료,78009,원,CU편의점,충북,ATM,48864.0,30,N
2025-08-15,19:30:17,AC101236,카드결제,30780,원,무신사,세종,ATM,111961.0,35,N
2025-04-24,19:27:37,AC100728,공과금,14308,원,파리바게뜨,경남,ATM,134922.0,28,N
2025-07-12,14:43:48,AC100424,이체,8821,원,CGV,전북,모바일,255297.0,39,N
2025-04-12,12:56:05,AC101377,이자,16579,원,KT통신,경북,영업점,174856.0,26,N
2025-12-06,12:14:01,AC100763,카드결제,11193,원,CGV,강원,인터넷뱅킹,197631.0,30,N
2025-01-18,09:40:02,AC100033,이체,4654,원,올리브영,광주,모바일,220516.0,32,N
2025-07-30,20:49:40,AC101259,이자,11338,원,GS25편의점,제주,인터넷뱅킹,174379.0,44,N
2025-04-30,18:40:45,AC100536,수수료,208253,원,넷플릭스,광주,모바일,314589.0,27,N
2025-12-24,20:01:59,AC101792,카드결제,286168,원,무신사,제주,모바일,468845.0,34,N
2025-06-20,09:33:03,AC100780,입금,1436,원,넷플릭스,충남,전화,477632.0,23,N
2025-02-12,19:01:06,AC101717,입금,1896658,원,교보문고,전남,모바일,173986.0,23,N
2025-11-21,13:28:20,AC101723,카드결제,21382,원,GS25편의점,대구,영업점,89716.0,30,N
2025-08-10,02:35:38,AC101745,카드결제,20857,원,,대구,인터넷뱅킹,155314.0,36,N
2025-08-19,09:09:14,AC100559,수수료,41952,원,교보문고,광주,영업점,283764.0,30,N
2025-06-24,17:56:11,AC100922,이자,70974,원,,서울,인터넷뱅킹,231132.0,38,N
2025-06-26,13:48:06,AC100502,입금,45126,원,넷플릭스,경북,모바일,455069.0,25,N
2025-05-27,11:47:50,AC100605,공과금,59085,원,SK주유소,대구,ATM,554891.0,32,N
2025-08-16,07:43:20,AC100367,이체,37579,원,롯데마트,대구,모바일,671564.0,39,N
2025-01-01,17:47:05,AC101880,수수료,22219,원,SK주유소,충남,전화,141772.0,28,N
2025-10-02,13:34:33,AC102046,출금,28415,원,현대백화점,강원,영업점,52922.0,26,N
2025-04-24,20:47:07,AC101726,대출상환,17020,원,한국전력,전남,모바일,278866.0,35,N
2025-05-28,18:48:29,AC100257,이자,40549,원,교보문고,제주,전화,67652.0,34,N
2025-03-12,11:04:31,AC100676,카드결제,9336,원,이마트,세종,인터넷뱅킹,153260.0,37,N
2025-08-11,13:33:19,AC100117,입금,29469,원,쿠팡,세종,전화,902165.0,27,N
2025-09-17,11:37:37,AC100221,수수료,32012,원,이마트,강원,인터넷뱅킹,97686.0,38,N
2025-08-19,13:54:02,AC101635,카드결제,67587,원,CU편의점,대전,모바일,343672.0,37,N
2025-03-21,12:12:04,AC100693,공과금,25643,원,올리브영,인천,영업점,84827.0,25,N
2025-09-13,18:50:57,AC101838,출금,10174,원,무신사,경기,영업점,180248.0,30,N
2025-05-27,21:31:23,AC102101,수수료,132778,원,,전남,모바일,318049.0,21,N
2025-09-14,22:42:47,AC102047,이자,11518,원,배달의민족,충남,전화,171772.0,21,N
2025-05-23,13:52:00,AC100411,카드결제,38634,원,쿠팡,울산,인터넷뱅킹,236926.0,30,N
2025-04-08,19:59:10,AC101814,이자,10652,원,롯데마트, 서울,모바일,525267.0,28,N
2025-02-08,03:04:43,AC101432,카드결제,33895,원,한국전력,인천,모바일,118952.0,38,N
2025-10-31,21:32:20,AC101247,카드결제,38550,원,,대구,전화,622727.0,42,N
2025-07-07,11:48:34,AC101586,수수료,38866,원,롯데마트,대전,전화,247713.0,28,Y
